UML Type,UID Business Object,Business Object,UID Feature,Feature,Description,UID Data Type,Data Type,UID Owner,Owner Element,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
Attribute,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction,18572405-24d6-e911-8296-06c6ee6741dc,MoneyTransferInstructionChannelReference,Reference to the contact channel that was used to give the money transfer instruction,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,f5cb5f1c-4bfa-e911-82bd-06e507138132,EmployeeRelationshipLifecycle,,,,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,9e9f0a26-0261-e911-8237-068e13695e26,AccountServicer,,,"Party that manages the account on behalf of the account owner, that is manages the registration and booking of entries on the account, calculates balances on the account and provides information about the account. (ISO20022)",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,9e9f0a26-0261-e911-8237-068e13695e26,AccountServicer,42d986eb-0361-e911-8237-068e13695e26,AccountServicerIdentifier,Identifier of party who plays the role of account servicer.,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,eea85ac9-6b80-e911-823e-066c44d66510,SalesLead,,,Phase in a customer relationship in which a party has been identified as a possible target for a sale. ,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,eea85ac9-6b80-e911-823e-066c44d66510,SalesLead,54ab71c0-add7-e911-82a8-0667cb2841e8,LeadOrigin,"The origin of the lead, such as walk-in, solicitation, referral etc.",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,eea85ac9-6b80-e911-823e-066c44d66510,SalesLead,a75c2205-8693-ea11-8295-0678c1dc520e,LeadDescription,A description of lead/opportunity generated by the customer campaign,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,9ed0052b-30d2-e911-8296-067fa12b3460,MarketAnalysisAlgorthmRequest,,,A request to execute a Market Analysis Algorithm,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,9ed0052b-30d2-e911-8296-067fa12b3460,MarketAnalysisAlgorthmRequest,76df6844-40d2-e911-8296-06b571c3ef54,MarketAnalysisAlgorithmRequestDetails,Content of the request,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,ba9abd47-c656-e911-8237-06ecaacb4c68,Document,,,"Something tangible that records something, such as a recording or a photograph, or a writing that can be used to furnish evidence or information (FIBO)

Definition: A physical or digital representation of something meaningful to the audience.

Comment: 
1.Technical: Manuals, instructions, tutorials, procedures, specifications, etc., that accompany a piece of equipment or software, and provide guidance for its proper use and maintenance.
2.Trading: Preparation of a set of commercial and financial documents that record or support a business transaction. International trade documentations include air waybill, bill of exchange, bill of lading, certificate of inspection, certificate of insurance, certificate of origin, commercial invoice, and consular invoice.


Read more: http://www.businessdictionary.com/definition/documentation.html#ixzz3EQGRGC4W
",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,ba9abd47-c656-e911-8237-06ecaacb4c68,Document,83be2d6b-6d80-e911-823e-061de61e9206,DocumentIdentifer,An identifier that allows to uniquely refer to an instance of a Document.,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,ba9abd47-c656-e911-8237-06ecaacb4c68,Document,40e4a0f4-80c9-e911-8296-067806600528,DocumentVersion,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,ba9abd47-c656-e911-8237-06ecaacb4c68,Document,57831409-81c9-e911-8296-067806600528,DocumentType,"Specifies the type of the document, for example commercial invoice. (ISO20022)",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,ba9abd47-c656-e911-8237-06ecaacb4c68,Document,8012da19-81c9-e911-8296-067806600528,DocumentStatus,"Status of the document (e.g. delivered, paid, etc.). ISO20022",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,ba9abd47-c656-e911-8237-06ecaacb4c68,Document,6f891d23-81c9-e911-8296-067806600528,DocumentDateTime,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,ba9abd47-c656-e911-8237-06ecaacb4c68,Document,90114332-58ca-e911-8296-0635f2119d82,DocumentName,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,ba9abd47-c656-e911-8237-06ecaacb4c68,Document,17c0a341-58ca-e911-8296-0635f2119d82,DocumentDateTimeType,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,ba9abd47-c656-e911-8237-06ecaacb4c68,Document,f746a91d-59ca-e911-8296-0635f2119d82,DocumentPurpose,Specifies the function of the document. (ISO20022),Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,ba9abd47-c656-e911-8237-06ecaacb4c68,Document,c4e34489-59ca-e911-8296-0635f2119d82,DocumentFormat,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,ba9abd47-c656-e911-8237-06ecaacb4c68,Document,af2e7816-5aca-e911-8296-0635f2119d82,DocumentSubject,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,ba9abd47-c656-e911-8237-06ecaacb4c68,Document,f4259bc1-c7f1-ea11-82b8-06a3e705455d,DocumentDescription,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,e3a6892a-13a3-e911-8280-06760b39b086,DunningInvolvement,,,"The involvement of a party in a dunning procedure

e.g. guarantor, borrower, debtor, notary, bailiff, employee...",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,e3a6892a-13a3-e911-8280-06760b39b086,DunningInvolvement,d959dd68-14a3-e911-8280-06760b39b086,DunningInvolvedPartyReference,Reference to the party that is involved in the dunning procedure,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,e3a6892a-13a3-e911-8280-06760b39b086,DunningInvolvement,db14857c-14a3-e911-8280-06760b39b086,DunningInvolvedPartyRole,"Role the party plays in the dunning procedure


examples: see class",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,e7ee84d3-73fa-e911-82bd-060c1aa554c0,EmployeeSalary,,,A form of payment which is a fixed amount of money or compensation paid to an employee by an employer in return for work performed,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,d16b937e-8ad1-ea11-82b1-061e3979cf2c,LimitArrangement,,,"An arrangement to limit something
e.g., the number of transaction per week, the amount of money allowed to withdraw per week/day and etc. ",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,d16b937e-8ad1-ea11-82b1-061e3979cf2c,LimitArrangement,05954e85-8ed1-ea11-82b1-061e3979cf2c,LimitType,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,d16b937e-8ad1-ea11-82b1-061e3979cf2c,LimitArrangement,9003b98d-8ed1-ea11-82b1-061e3979cf2c,LimitCurrency,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,d16b937e-8ad1-ea11-82b1-061e3979cf2c,LimitArrangement,356996ba-9dd1-ea11-82b1-061e3979cf2c,LimitValidityPeriod,Period at which the limit is effective. (ISO20022),Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,d16b937e-8ad1-ea11-82b1-061e3979cf2c,LimitArrangement,3dce80fb-9dd1-ea11-82b1-061e3979cf2c,LimitAmount,"Amount of money of the limit, expressed in a currency. (ISO20022)",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,d16b937e-8ad1-ea11-82b1-061e3979cf2c,LimitArrangement,5872b81d-9ed1-ea11-82b1-061e3979cf2c,LimitStatus,"THe status of Limit e.g., Enabled, Disabled, Deleted and Requested. ",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,0850cabb-1dcb-e911-8296-06112f0997f2,ChargebackInstruction,,,An instruction to book chargeback for the transaction. ,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,65412ddc-de6f-e911-8237-06309b11004c,ClearingInstruction,,,,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,fe005481-40b1-ea11-829f-06cfa6a4383a,NonCashServiceArrangement,,,"ServiceArrangement defined for non-cash financial instruments like SecuritiesDepositArrangement, ...",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,b78127c9-63b7-e911-8291-0657c6eca57a,Clearing,,,"Mechanism allowing financial institutions that are members of a clearing house to pay and to receive the amounts linked to the transactions that they have executed on the market. The addition of all the positions per product results in one net position (due or to receive) with the clearing house or the central clearing counterparty. (ISO20022)

The process of transmitting, reconciling and, in some cases, confirming transactions prior to settlement, potentially including the netting of transactions and the establishment of final positions for settlement. Sometimes this term is also used (imprecisely) to cover settlement. For the clearing of futures and options, this term also refers to the daily balancing of profits and losses and the daily calculation of collateral
requirements ( Bank for International Settlements Glossary)

",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,ca4351d3-54d5-e911-8296-06f6cd10eb7a,FraudEvaluation,,,"Evaluation to detect possible fraudulent transactions/activity.

An on-line evaluation that is performed during a production session to execute fraud behavioural pattern tests to detect a fraudulent transaction/activity. ",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,e591ecbf-ff97-e911-827a-06d89370a58e,InterestArrangementFulfilmentEvent,,,A fulfillment of a specific interest arrangement ,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,e591ecbf-ff97-e911-827a-06d89370a58e,InterestArrangementFulfilmentEvent,fd1afc17-0198-e911-827a-06d89370a58e,InterestEventAmount,The amount of interest that is subject of this transaction,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,e591ecbf-ff97-e911-827a-06d89370a58e,InterestArrangementFulfilmentEvent,2d522743-0198-e911-827a-06d89370a58e,AppliedInterestType,The InterestType of the Interest arrangement this is a transaction for,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,e591ecbf-ff97-e911-827a-06d89370a58e,InterestArrangementFulfilmentEvent,3b7ed1ea-1098-e911-827a-06b20c6b9b78,AccuredInterestAmount,Interest amount that has accrued in between coupon payment periods. (ISO20022),Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,e591ecbf-ff97-e911-827a-06d89370a58e,InterestArrangementFulfilmentEvent,a2f2a5f9-1098-e911-827a-06b20c6b9b78,AccuredInterestType,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
