UID Class Diagram,Class Diagram,UID BO,Referenced Element,Dimension,Positions,Colour,
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,"400.000, 180.000","290.000, 820.000","234, 232, 232",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,62e630b8-ddab-ea11-829f-067a4ad4fc9c,FinancialMarketResearch,"425.000, 180.000","3130.000, 1500.000","255, 128, 128",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,a0d4a7f2-c6ab-ea11-829f-067a4ad4fc9c,InvestmentPortfolioManagementArrangement,"724.000, 180.000","910.000, 1200.000","255, 255, 255",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,2b91327b-b6a4-ea11-829f-0660fb1fa966,FinancialInstrument,"400.000, 180.000","2654.000, 2010.000","234, 232, 232",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,4e0962c7-c6ab-ea11-829f-067a4ad4fc9c,InvestmentPortfolioManagementAgreement,"693.000, 180.000","930.000, 800.000","255, 255, 255",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,ea36f45c-1656-e911-8237-060aad038e48,Assessment,"420.000, 180.000","3132.500, 1120.000","255, 255, 255",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,"400.000, 180.000","290.000, 1200.000","234, 232, 232",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,d8ea56fc-eeab-ea11-829f-067a4ad4fc9c,InvestmentPortfolioAnalysis,"457.000, 180.000","3114.000, 720.000","255, 128, 128",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,6aa1554b-7675-e911-823e-064d1e9fbc72,Analysis,"400.000, 180.000","3145.000, 340.000","255, 255, 255",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,4461ab6c-52b1-ea11-829f-06cfa6a4383a,MarketOrder,"400.000, 180.000","1010.000, 1700.000","255, 128, 128",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,682388a6-57b1-ea11-829f-06cfa6a4383a,MarketTradeTransaction,"411.000, 180.000","1004.500, 2080.000","255, 128, 128",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,7b27eac8-64b1-ea11-829f-06cfa6a4383a,MarketTrade,"400.000, 180.000","250.000, 1700.000","255, 128, 128",
6b799380-8e8b-ea11-8295-06e7a30f2f68,Investment Portfolio Management BOM Diagram,0b701750-78bb-ea11-82a9-06e3c5af9ab8,InvestmentPortfolioItem,"540.000, 320.000","1870.000, 1940.000","255, 255, 255",
c4398b1f-afa4-ea11-829f-0660fb1fa966,Financial Instrument Classification Diagram,2b91327b-b6a4-ea11-829f-0660fb1fa966,FinancialInstrument,"743.000, 200.000","1240.000, 360.000","255, 255, 255",
c4398b1f-afa4-ea11-829f-0660fb1fa966,Financial Instrument Classification Diagram,6e02f897-b6a4-ea11-829f-0660fb1fa966,FinancialAsset,"480.000, 180.000","940.000, 760.000","255, 255, 255",
c4398b1f-afa4-ea11-829f-0660fb1fa966,Financial Instrument Classification Diagram,08cfa49f-c0a4-ea11-829f-0660fb1fa966,DebtInstrumentTypeValues,"453.000, 320.000","2060.000, 1100.000","255, 255, 255",
c4398b1f-afa4-ea11-829f-0660fb1fa966,Financial Instrument Classification Diagram,771cbe9b-bea1-ea11-829a-065300d6f09e,DebtInstrument,"494.000, 180.000","1460.000, 1140.000","255, 255, 255",
c4398b1f-afa4-ea11-829f-0660fb1fa966,Financial Instrument Classification Diagram,e057663d-bba4-ea11-829f-0660fb1fa966,EquityInstrument,"400.000, 180.000","980.000, 1140.000","255, 255, 255",
c4398b1f-afa4-ea11-829f-0660fb1fa966,Financial Instrument Classification Diagram,15b14aa1-b6a4-ea11-829f-0660fb1fa966,FinancialLiability,"400.000, 180.000","1520.000, 760.000","255, 255, 255",
c4398b1f-afa4-ea11-829f-0660fb1fa966,Financial Instrument Classification Diagram,ace9b1dd-baa4-ea11-829f-0660fb1fa966,FinancialAssetTypeValues,"445.000, 302.000","380.000, 760.000","255, 255, 255",
fe56f4b1-5aec-ea11-82b8-06787db15c3d,Design Specification BOM Diagram,a7f7f0e1-b7ae-e911-828c-06d72c197ec4,DesignSpecification,"653.000, 320.000","2320.000, 300.000","255, 255, 255",
fe56f4b1-5aec-ea11-82b8-06787db15c3d,Design Specification BOM Diagram,312ae26c-baae-e911-828c-06d72c197ec4,DesignSpecificationAspect,"669.000, 180.000","3280.000, 280.000","255, 255, 255",
fe56f4b1-5aec-ea11-82b8-06787db15c3d,Design Specification BOM Diagram,3ed6b887-2b44-ea11-8289-068ff87429a4,DeploymentConfiguration,"545.000, 200.000","1460.000, 300.000","255, 255, 255",
fe56f4b1-5aec-ea11-82b8-06787db15c3d,Design Specification BOM Diagram,95f404f5-9b4d-ea11-8289-065500ef61d8,DesignSpecificationStatusValues,"539.000, 482.000","1860.000, 679.000","255, 255, 255",
fe56f4b1-5aec-ea11-82b8-06787db15c3d,Design Specification BOM Diagram,4a8b0709-2ee9-ea11-82b8-0621c7360a13,PartyInvolvementTypeValues,"723.000, 200.000","4063.500, 811.000","255, 255, 255",
fe56f4b1-5aec-ea11-82b8-06787db15c3d,Design Specification BOM Diagram,37816b06-2fe9-ea11-82b8-0621c7360a13,DesignSpecificationInvolvement,"738.000, 180.000","3325.500, 499.000","255, 255, 255",
fe56f4b1-5aec-ea11-82b8-06787db15c3d,Design Specification BOM Diagram,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,"629.000, 380.000","3374.500, 811.000","255, 255, 255",
fe56f4b1-5aec-ea11-82b8-06787db15c3d,Design Specification BOM Diagram,6f53fd37-8257-e911-8237-0645314e65ac,Party,"400.000, 180.000","2720.000, 1031.000","255, 255, 255",
fe56f4b1-5aec-ea11-82b8-06787db15c3d,Design Specification BOM Diagram,1765c72a-5bec-ea11-82b8-06787db15c3d,DesignSpecificationTypeValues,"616.000, 302.000","2480.000, 691.000","255, 255, 255",
fe56f4b1-5aec-ea11-82b8-06787db15c3d,Design Specification BOM Diagram,5c0178f2-29e9-ea11-82b8-0621c7360a13,DesignSpecificationInvolvementTypeValues,"697.000, 362.000","4089.500, 370.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,d579f82c-0cd6-e911-8296-0612a84747f6,TermDepositArrangement,"502.000, 180.000","141.500, 610.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,01d64189-5c96-e911-823e-062d75b50cca,DepositServiceArrangement,"465.000, 260.000","796.500, 190.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,7fe6c8c1-4dfa-e911-82bd-06e507138132,CommissionArrangement,"425.000, 180.000","2472.000, 390.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,e044b3b6-8271-e911-823e-0681a0c1a2d0,ClearingSettlementArrangement,"524.000, 180.000","123.000, 830.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,96afb0be-aca3-e911-8284-065b2e50bbd8,DisbursementArrangement,"449.000, 180.000","793.500, 490.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,bcfa91dd-2ff7-e911-82bd-06554362bd22,BenefitArrangement,"400.000, 180.000","2472.000, 190.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,3fd1b799-fc60-e911-8237-068e13695e26,CardPaymentArrangement,"445.000, 180.000","149.500, 410.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,280f7086-bf56-e911-8237-06ecaacb4c68,CollateralAssetArrangement,"532.000, 320.000","793.500, 940.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,0e4f87ba-78d4-e911-8296-06922f00c5a6,AccountArrangement,"400.000, 180.000","172.000, 190.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,cd1d99a7-24a3-e911-8280-06760b39b086,DunnedLoanArrangement,"430.000, 180.000","4222.000, 480.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,77a75f2f-1dcb-e911-8296-06112f0997f2,ChargebackArrangement,"421.000, 180.000","793.500, 730.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,2cd1dc8a-85a4-e911-8284-062084c0b880,DeviceArrangement,"499.000, 200.000","148.000, 1050.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,bda0329c-1da3-e911-8280-06760b39b086,DunningRepaymentArrangement,"1040.000, 345.000","3580.000, 120.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,11c34aec-24a3-e911-8280-06760b39b086,DunnedLoanAccessArrangement,"543.000, 180.000","3580.000, 480.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,974543f6-3494-e911-823e-069871e4ec9c,FeeArrangement,"486.000, 440.000","1359.500, 650.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,3a451382-f6a2-e911-8280-06df5c9909ce,LienFacilityArrangement,"600.000, 180.000","759.500, 2370.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,6dc9f3aa-ffa6-e911-8288-068d1795c1bc,LoanArrangement,"492.000, 320.000","155.000, 1330.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,07076ed9-4dfa-e911-82bd-06e507138132,IncentiveArrangement,"400.000, 180.000","2493.000, 610.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,f0129ac2-3394-e911-823e-069871e4ec9c,InterestArrangement,"629.000, 440.000","796.500, 1290.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,fc930fc2-8c9e-e911-827a-06e8627b9e66,InformationArrangement,"406.000, 180.000","3046.000, 170.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,efd74dde-5896-e911-823e-062d75b50cca,LienArrangement,"552.000, 680.000","787.500, 1570.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,b5e4b61f-6afa-e911-82bd-060c1aa554c0,ProbationaryArrangement,"428.000, 180.000","2479.000, 1370.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,6a51e05c-2ef7-e911-82bd-06554362bd22,RemunerationArrangement,"449.000, 180.000","2448.000, 850.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,4aec4f31-34d6-e911-8296-06c6ee6741dc,PrematureTerminationArrangement,"574.000, 180.000","3077.500, 2160.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,adcd4b41-1981-e911-823e-06e233b9c772,PaymentWarrantyArrangement,"646.000, 320.000","1401.000, 1100.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,5a906b46-8280-e911-823e-061de61e9206,MaintenanceScheduleArrangement,"571.000, 180.000","3070.500, 1460.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,db8ef671-6d9d-e911-827a-06d65798920e,PaymentServiceSystemArrangement,"700.000, 203.000","1440.000, 1723.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,ecb3c959-0ba7-e911-8288-068d1795c1bc,RepaymentArrangement,"432.000, 180.000","1435.500, 1480.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,c33a1367-7780-e911-823e-061de61e9206,ObjectInsuranceArrangement,"488.000, 180.000","3070.500, 1700.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,a6ea66b8-8596-e911-823e-062d75b50cca,PaymentServiceArrangement,"506.000, 380.000","775.000, 2600.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,cae7ba0e-35d6-e911-8296-06c6ee6741dc,RolloverArrangement,"400.000, 180.000","3111.000, 1230.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,981f6e23-2df7-e911-82bd-06554362bd22,SalaryArrangement,"400.000, 180.000","2472.500, 1150.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,53777ee2-6a9e-e911-827a-06e8627b9e66,SavingsAccountArrangement,"540.000, 346.000","151.000, 1640.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,59906b46-8280-e911-823e-061de61e9206,ValuationScheduleArrangement,"517.000, 180.000","3077.500, 1926.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,eecc7a97-33d6-e911-8296-06c6ee6741dc,TermDepositAccountArrangement,"557.000, 180.000","1445.500, 2960.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,6f29fa4d-0d89-e911-823e-06ecc3c11920,ServicingArrangement,"596.000, 180.000","3038.000, 730.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,4419e127-ba56-e911-8237-06ecaacb4c68,UnderwritingArrangement,"429.000, 180.000","3694.000, 720.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,ac535bd6-3298-e911-827a-06b20c6b9b78,StandingOrderArrangement,"884.000, 680.000","1440.000, 1986.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,eef7448e-c0cf-e911-8296-06957f3f468a,TaxHandlingArrangement,"425.000, 180.000","3092.000, 990.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,ca976c42-7c96-e911-823e-062d75b50cca,SweepArrangement,"689.000, 440.000","1359.500, 170.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,57b90380-3bd6-e911-8296-06c6ee6741dc,TermDepositArrangement,"497.000, 200.000","1435.500, 2710.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,c80f2ee6-f097-e911-827a-06d89370a58e,ServiceArrangement,"400.000, 180.000","2472.000, 1813.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,4db66adc-cc70-e911-8237-06460bf93392,SettlementArrangement,"400.000, 180.000","1445.500, 3180.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,a9d93263-2ff7-e911-82bd-06554362bd22,TerminationArrangement,"415.000, 180.000","2472.000, 1590.000","255, 255, 255",
dd991389-104f-ea11-8289-06b09c4977c2,Arrangement Type Landscape Diagram,0a28b29d-5c96-e911-823e-062d75b50cca,WithdrawalServiceArrangement,"560.000, 320.000","748.000, 2960.000","255, 255, 255",
0eb64d4f-8279-ea11-828d-065e1ffb056c,Account Data Type Landscape Diagram,545a0927-0948-ea11-8289-062ea3b80f12,AccountBalanceTypeValues,"464.000, 602.000","1200.000, 20.000","255, 255, 255",
0eb64d4f-8279-ea11-828d-065e1ffb056c,Account Data Type Landscape Diagram,23352ade-7dba-e911-8291-062b31ab758a,AccountCurrencyTypeValues,"591.000, 302.000","1200.000, 604.000","255, 255, 255",
0eb64d4f-8279-ea11-828d-065e1ffb056c,Account Data Type Landscape Diagram,03716973-2e94-e911-823e-069871e4ec9c,AccountDateTypeValues,"445.000, 302.000","1080.000, 948.000","255, 255, 255",
0eb64d4f-8279-ea11-828d-065e1ffb056c,Account Data Type Landscape Diagram,1b1a87d5-8a99-e911-827a-063e87e1daa2,AccountTypeValues,"461.000, 482.000","1060.000, 1280.000","255, 255, 255",
0eb64d4f-8279-ea11-828d-065e1ffb056c,Account Data Type Landscape Diagram,dac054e1-2394-e911-823e-069871e4ec9c,AccountIdentificationTypeValues,"532.000, 362.000","1860.000, 414.000","255, 255, 255",
0eb64d4f-8279-ea11-828d-065e1ffb056c,Account Data Type Landscape Diagram,ab464743-2294-e911-823e-069871e4ec9c,AccountInvolvementTypeValues,"524.000, 242.000","1896.000, 1252.000","255, 255, 255",
fd99ea95-88ee-e911-82b5-063154845300,Contact Center Operations BOM Diagram,f3739ff0-4cef-e911-82b5-06766225a0aa,ContactCenterOperatingConfiguration,"661.000, 180.000","699.000, 1600.000","255, 255, 255",
fd99ea95-88ee-e911-82b5-063154845300,Contact Center Operations BOM Diagram,c1640f35-4bef-e911-82b5-06766225a0aa,CustomerServiceRepresentative,"569.000, 320.000","300.000, 1220.000","255, 255, 255",
fd99ea95-88ee-e911-82b5-063154845300,Contact Center Operations BOM Diagram,23cc4801-c480-e911-823e-065e8061d7e6,Routine,"400.000, 180.000","2608.000, 400.000","255, 255, 255",
fd99ea95-88ee-e911-82b5-063154845300,Contact Center Operations BOM Diagram,a2167574-8f80-e911-823e-061de61e9206,AdministrativePlan,"400.000, 180.000","1840.000, 400.000","255, 255, 255",
fd99ea95-88ee-e911-82b5-063154845300,Contact Center Operations BOM Diagram,1bc3a0ce-d79b-e911-827a-06f79ea59412,PointOfService,"400.000, 180.000","1060.000, 1290.000","255, 255, 255",
fd99ea95-88ee-e911-82b5-063154845300,Contact Center Operations BOM Diagram,90f79517-41ef-e911-82b5-06766225a0aa,ContactCenterAdministrativePlan,"584.000, 180.000","1748.000, 820.000","255, 255, 255",
fd99ea95-88ee-e911-82b5-063154845300,Contact Center Operations BOM Diagram,c439e985-54ef-e911-82b5-06766225a0aa,CustomerServiceRepresentativeAssignment,"762.000, 180.000","2680.000, 1320.000","255, 255, 255",
fd99ea95-88ee-e911-82b5-063154845300,Contact Center Operations BOM Diagram,c105d8d0-90ee-e911-82b5-063154845300,CustomerContactCenter,"880.000, 180.000","480.000, 820.000","255, 255, 255",
fd99ea95-88ee-e911-82b5-063154845300,Contact Center Operations BOM Diagram,48cb3c48-53ef-e911-82b5-06766225a0aa,Troubleshooting,"400.000, 180.000","2680.000, 1040.000","255, 255, 255",
fd99ea95-88ee-e911-82b5-063154845300,Contact Center Operations BOM Diagram,370fccd7-52ef-e911-82b5-06766225a0aa,PeakLoadDetecting,"400.000, 180.000","2680.000, 780.000","255, 255, 255",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,3f5a684e-aea1-ea11-829a-065300d6f09e,TaxOptimizationAdvisoryServiceArrangement,"724.000, 220.000","620.000, 1360.000","255, 255, 255",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,b5a55978-a5a4-e911-8284-062084c0b880,FeeArrangementFulfilmentEvent,"528.000, 260.000","1178.000, 2380.000","255, 255, 255",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,90958b69-a7a1-ea11-829a-065300d6f09e,TaxAdvisoryServiceArrangementInvolvement,"717.000, 180.000","1540.000, 860.000","255, 255, 255",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,"400.000, 180.000","1660.000, 520.000","234, 232, 232",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,a2226ddf-d241-ea11-8289-06eda7f62320,FeeArrangementModality,"520.000, 260.000","1640.000, 1880.000","255, 255, 255",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,974543f6-3494-e911-823e-069871e4ec9c,FeeArrangement,"486.000, 440.000","1500.000, 1300.000","255, 255, 255",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,6f53fd37-8257-e911-8237-0645314e65ac,Party,"400.000, 180.000","980.000, 520.000","234, 232, 232",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,6e23c00f-efce-e911-8296-06bf764cb4bc,CustomerPositionState,"400.000, 180.000","3860.000, 920.000","255, 128, 128",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,f135e411-b1a1-ea11-829a-065300d6f09e,TaxOptimizationArrangementModality,"605.000, 180.000","820.000, 1780.000","255, 255, 255",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,"400.000, 180.000","2360.000, 200.000","234, 232, 232",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,18c65fc2-b1a1-ea11-829a-065300d6f09e,TaxOptimizationAdvisoryServiceArrangementFulfilmentEvent,"958.000, 260.000","371.000, 2100.000","255, 255, 255",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,6a9a554a-04ab-ea11-829f-0691f30ba14c,TaxOptimizationAdvisoryService,"527.000, 180.000","3860.000, 1180.000","255, 255, 255",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,823053bb-a486-e911-823e-062687e6a904,ProductFeature,"400.000, 180.000","3100.000, 540.000","234, 232, 232",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,9e6e153d-5997-e911-823e-065ba593ba6e,ProductService,"400.000, 180.000","3100.000, 840.000","234, 232, 232",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,3ffd5d93-e297-e911-827a-06d89370a58e,FeeProductFeature,"400.000, 180.000","3880.000, 1400.000","255, 255, 255",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,a17e1778-f7a0-ea11-829a-069c02540412,TaxAdvisoryServiceArrangementFulfilmentEvent,"800.000, 480.000","1920.000, 2140.000","255, 255, 255",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,19ffda0a-f5a0-ea11-829a-069c02540412,TaxAdvisoryServiceArrangement,"640.000, 180.000","2120.000, 1180.000","255, 255, 255",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,1aeced65-0b68-e911-8237-06dd5e24f7bc,BankingProduct,"400.000, 180.000","3120.000, 200.000","234, 232, 232",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,"400.000, 180.000","2300.000, 560.000","234, 232, 232",
4224cee0-6989-ea11-8291-063dd8250e84,Corporate Tax Advisory BOM Diagram,458f6116-f4a0-ea11-829a-069c02540412,TaxAdvisoryService,"420.000, 280.000","3100.000, 1180.000","255, 255, 255",
